Time,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,pedometer_steps,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,gravity_z,gravity_y,gravity_x,barometer_relativeAltitude,barometer_pressure,gyroscope_z,gyroscope_y,gyroscope_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,light_lux,accelerometer_z,accelerometer_y,accelerometer_x,wiFi_level,wiFi_frequency,magnetometer_z,magnetometer_y,magnetometer_x,network_type,network_isConnected,network_isInternetReachable,network_isWifiEnabled,network_isConnectionExpensive,network_strength,network_frequency,label
30,45,1.5,1.889380336,12.82400036,0.182904854,150.3492584,81.20000458,127.3526027,36.3643453,0,9.769090176,-0.301977908,0.556519251,9.786417246,-0.300616091,0.553221181,-0.404003716,1011.010376,-8.67E-05,-2.26E-05,3.79E-05,0.527774402,-0.03206335,0.00187925,0.848776352,-0.056469391,0.030659113,-1.111731613,986,-0.015022612,0.000853,-0.003375968,-69.66666667,3270.055556,-52.17529274,10.23176457,15.11647017,1,1,1,1,0,99,2432,1
31,45,1.5,1.889380336,12.82400036,0.182904854,150.3492584,81.20000458,127.3526027,36.3643453,0,9.771598816,-0.298439315,0.549415655,9.786490059,-0.301399553,0.551499686,-0.445751762,1011.015356,0.000145,-9.83E-05,0.000139,0.527713302,-0.03200995,0.0017966,0.848816592,-0.056293625,0.030739041,-1.111585796,986,-0.015693998,0.001516636,-0.001175618,-69.66666667,3270.055556,-52.47374868,10.19249982,15.0599997,1,1,1,1,0,99,2432,1
32,45,1.5,1.883981586,13.15799999,0.168798506,343.0940247,81.5,127.3525996,36.3643534,0,9.766246852,-0.297875951,0.550683211,9.786472273,-0.300555599,0.55228036,-0.430690575,1011.01355,8.92E-05,-0.000158,0.000126,0.527693555,-0.0320211,0.00185345,0.848828244,-0.056373245,0.030652941,-1.111541009,986,-0.016394567,0.001031823,-0.00028,-69.66666667,3270.055556,-52.50352859,10.17529387,15.05999963,1,1,1,1,0,99,2432,1
33,45,1.5,1.883981586,13.15799999,0.168798506,343.0940247,81.5,127.3525996,36.3643534,0,9.769838393,-0.298236858,0.549486067,9.786499166,-0.300299962,0.551938409,-0.300955009,1010.997974,0.000425,2.57E-05,-2.63E-05,0.527662903,-0.03199945,0.00185415,0.848848146,-0.05633826,0.030626862,-1.111469233,986,-0.015224218,0.003649314,-0.001734057,-69.66666667,3270.055556,-52.65176369,10.10823502,15.05647025,1,1,1,1,0,99,2432,1
34,45,1.5,1.883981586,13.15799999,0.168798506,343.0940247,81.5,127.3525996,36.3643534,0,9.777654928,-0.301537785,0.550964888,9.786444139,-0.30028739,0.552921328,-0.259471321,1010.993018,0.000272,0.000331,4.28E-06,0.527677792,-0.0320417,0.00188175,0.848837101,-0.056438693,0.030625579,-1.111504465,986,-0.008944082,0.000285,0.000396,-69.66666667,3270.055556,-52.50374889,10.3012498,15.23624963,1,1,1,1,0,99,2432,1
35,45,1.5,1.883981586,13.15799999,0.168798506,343.0940247,81.5,127.3525996,36.3643534,0,9.773711373,-0.301819461,0.550683207,9.786399746,-0.300143941,0.553787816,-0.235162163,1010.990161,0.000108,-0.000205,7.95E-05,0.527726105,-0.0320753,0.00191315,0.848805848,-0.056527208,0.030610945,-1.111618835,986,-0.014406538,-0.002492392,7.95E-06,-69.66666667,3270.055556,-52.41882234,10.21411739,15.25764667,1,1,1,1,0,99,2432,1
36,45,1.5,1.883981586,13.15799999,0.168798506,343.0940247,81.5,127.3525996,36.3643534,0,9.774477303,-0.304072898,0.551431421,9.786465168,-0.300466801,0.552449355,-0.223007774,1010.988696,5.99E-05,4.34E-05,-0.000161,0.527690896,-0.03202605,0.00186175,0.848829642,-0.0563905,0.030643882,-1.111534959,986,-0.014711428,0.000344,-0.004998416,-69.66666667,3270.055556,-52.39411612,10.24235254,15.41647036,1,1,1,1,0,99,2432,1
37,45,1.5,1.892100215,12.82400036,0.167044982,163.4024811,81.20000458,127.3526025,36.3643453,0,9.786809641,-0.301678626,0.545612984,9.78654542,-0.302508903,0.549862719,-0.238861847,1010.990625,-0.000184,0.000227,-0.000161,0.527756399,-0.0319688,0.00170605,0.848791251,-0.056126562,0.03085222,-1.11168502,986,-0.007010174,0.002625981,0.0035739,-69.66666667,3270.055556,-52.35374904,10.14749974,15.41624987,1,1,1,1,0,99,2432,1
38,45,1.5,1.892100215,12.82400036,0.167044982,163.4024811,81.20000458,127.3526025,36.3643453,0,9.769767986,-0.304072901,0.552936643,9.786305046,-0.304483242,0.553001288,-0.24493885,1010.99126,0.001403768,0.001112386,-0.000436,0.528094694,-0.032157451,0.00171805,0.848573795,-0.056447632,0.031053643,-1.112479478,986,-0.008445883,-0.002941644,0.001393038,-69.66666667,3270.055556,-52.45764587,10.25647034,15.28588205,1,1,1,1,0,99,2432,1
39,45,1.5,1.892100215,12.82400036,0.167044982,163.4024811,81.20000458,127.3526025,36.3643453,0,9.782258689,-0.310058588,0.54050754,9.786741495,-0.31013848,0.542116576,-0.234634018,1010.990088,0.000243,-0.000109,8.31E-05,0.528162605,-0.031838,0.001182,0.848544651,-0.055336408,0.031630597,-1.112626678,986,-0.009002113,0.000798,-0.000412,-69.66666667,3270.055556,-52.51058668,10.00235277,15.27529374,1,1,1,1,0,99,2432,1
40,45,1.5,1.892100215,12.82400036,0.167044982,163.4024811,81.20000458,127.3526025,36.3643453,0,9.775824098,-0.305622143,0.543922905,9.786717749,-0.30956447,0.542871833,-0.251015854,1010.991992,-9.29E-05,-1.77E-05,-0.0001,0.528134903,-0.0318553,0.0012262,0.848561096,-0.055413477,0.031572035,-1.112562543,986,-0.011252832,0.001301585,-0.000329,-69.66666667,3270.055556,-51.90374947,10.07624984,17.05124962,1,1,1,1,0,99,2432,1
41,45,1.5,1.892100215,12.82400036,0.167044982,163.4024811,81.20000458,127.3526025,36.3643453,0,9.799344399,-0.311537406,0.544767941,9.786749887,-0.310098441,0.541983923,-0.309410286,1010.998999,-0.000215,-0.000201,0.000266,0.528114447,-0.03183125,0.00117835,0.848574692,-0.055322847,0.031626513,-1.112513167,986,0.018523788,-0.002234708,0.001396748,-69.66666667,3270.055556,-52.0729397,9.984705588,16.6447056,1,1,1,1,0,99,2432,1
42,45,1.5,1.814932108,14.44999981,0.172648177,255.9605713,81.5,127.3525912,36.3643434,0,9.819519639,-0.309011092,0.544847161,9.786740351,-0.308435757,0.543105933,-0.213495827,1010.987549,-9.29E-05,-0.00017,5.56E-05,0.528066197,-0.0318351,0.0012788,0.848604494,-0.055437196,0.031456882,-1.112402695,986,0.030744123,-0.003179111,0.003028145,-69.66666667,3270.055556,-51.98117559,9.98117632,16.37294068,1,1,1,1,0,99,2432,1
43,45,1.5,1.814932108,14.44999981,0.172648177,255.9605713,81.5,127.3525912,36.3643434,0,9.812160716,-0.310692368,0.544345431,9.786746025,-0.309693076,0.542288128,-0.21032505,1010.987158,-9.41E-05,-0.000194,0.000205,0.528040847,-0.0318336,0.00120135,0.848620504,-0.055353858,0.031585156,-1.11234054,986,0.02235837,0.000233,0.001691121,-69.66666667,3270.055556,-52.51124859,10.1812498,15.14999968,1,1,1,1,0,99,2432,1
44,45,1.5,1.814932108,14.44999981,0.172648177,255.9605713,81.5,127.3525912,36.3643434,0,9.882862203,-0.309283973,0.548852289,9.786453056,-0.313799204,0.545028228,-0.256829262,1010.992749,-0.000186,-0.008226523,-3.97E-05,0.528364652,-0.03206275,0.0011099,0.848410091,-0.055634653,0.032004082,-1.113096851,986,0.034263468,0.002663191,-0.006196678,-69.66666667,3270.055556,-52.54235167,10.24941153,14.95764671,1,1,1,1,0,99,2432,1
45,45,1.5,1.814932108,14.44999981,0.172648177,255.9605713,81.5,127.3525912,36.3643434,0,9.824757099,-0.246311022,0.652739167,9.78332119,-0.269094504,0.608256643,-0.168577194,1010.98208,0.002288301,0.018895895,-0.004468479,0.525313655,-0.03360335,0.00464215,0.850195953,-0.062091101,0.027444032,-1.106094897,986,-0.057417774,0.016857654,0.009466262,-69.66666667,3270.055556,-58.15764595,11.57999981,14.35764677,1,1,1,1,0,99,2432,1
46,45,1.5,1.814932108,14.44999981,0.172648177,255.9605713,81.5,127.3525912,36.3643434,0,9.767937043,-0.352662593,0.451954579,9.789900684,-0.354859968,0.449748841,-0.2264431,1010.989111,-3.30E-05,0.000539,-0.001444696,0.481942704,-0.0288237,-0.00479785,0.875629801,-0.045907806,0.036193551,-1.005462506,986,-0.015632915,-0.001647547,0.00264938,-69.66666667,3270.055556,-51.28499866,13.52999961,15.90374964,1,1,1,1,0,99,2432,1
47,45,1.5,1.727859139,15.0170002,0.578961253,71.99304199,81.20000458,127.3526204,36.3643511,0,9.771880543,-0.361253819,0.444490073,9.789694071,-0.364827985,0.446244311,-0.248374176,1010.991699,-0.000155,0.000845,-0.000803,0.483546151,-0.0289235,-0.00527565,0.8748207,-0.045551538,0.037210689,-1.009036085,986,-0.011356115,0.002693918,-0.003782329,-69.66666667,3270.055556,-50.30117529,13.21058795,15.90352922,1,1,1,1,0,99,2432,1
48,45,1.5,1.727859139,15.0170002,0.578961253,71.99304199,81.20000458,127.3526204,36.3643511,0,9.774028301,-0.374255078,0.438301932,9.789713669,-0.372218122,0.439665553,-0.211117935,1010.98728,0.00015,0.000478,-0.000651,0.484351401,-0.02881745,-0.0057412,0.874373847,-0.044880813,0.037964809,-1.010874152,986,-0.017840242,0.000387,-0.003308968,-69.66666667,3270.055556,-50.09646965,13.39411736,15.91764686,1,1,1,1,0,99,2432,1
49,45,1.5,1.727859139,15.0170002,0.578961253,71.99304199,81.20000458,127.3526204,36.3643511,0,9.769767873,-0.381675573,0.431955345,9.789726925,-0.379035671,0.433544007,-0.217195129,1010.987964,0.000242,0.000112,-7.02E-05,0.485524,-0.02872105,-0.00615805,0.873723552,-0.04425669,0.038660512,-1.013553524,986,-0.022163105,-0.001654023,-0.004130818,-69.66666667,3270.055556,-50.1412487,13.3799997,16.19249976,1,1,1,1,0,99,2432,1
50,45,1.5,1.727859139,15.0170002,0.578961253,71.99304199,81.20000458,127.3526204,36.3643511,0,9.770190407,-0.380971374,0.435335499,9.78963871,-0.381390254,0.433475409,-0.173333168,1010.982715,0.000272,0.000203,-3.97E-05,0.484419797,-0.0287686,-0.0063013,0.874332404,-0.044250096,0.038900793,-1.01102542,986,-0.020997477,0.00237655,-0.002745365,-69.66666667,3270.055556,-50.15293996,13.48588197,16.12588209,1,1,1,1,0,99,2432,1
51,45,1.5,1.727859139,15.0170002,0.578961253,71.99304199,81.20000458,127.3526204,36.3643511,0,9.75487411,-0.36961617,0.442042988,9.789493656,-0.374893734,0.441313969,-0.185487556,1010.984131,0.000364,-0.000713,0.007901542,0.484476753,-0.02895745,-0.00581535,0.874299648,-0.045049795,0.038237962,-1.011157283,935.6666667,0.0651021,-0.024710728,0.046040669,-69.66666667,3270.055556,-50.15646923,13.53176442,16.26705837,1,1,1,1,0,99,2432,1
52,0,1.5,1.691369057,15.33600044,0.039333299,0,81.5,127.3526189,36.3643486,0,11.14619429,-2.010486656,2.316108775,9.262365675,-0.560072707,0.604370648,-0.093800354,1010.973193,-1.749398327,-0.230245503,0.194673597,0.223952801,-0.066521301,-0.033843099,0.93404085,-0.063517947,0.059010628,-0.489319215,1057.4,1.162546372,-0.391292381,2.042260724,-69.66666667,3270.055556,-43.42874885,17.92499956,5.752499796,1,1,1,1,0,99,2432,1
